,Gender,Company Type,WFH Setup Available,Age,Tenure,Vacations taken,Designation,Average Hours worked per day,Employee satisfaction score,Mental Fatigue Score
7237,1,1,0,49,3,9,1,4.0,5.7,0.35
7238,1,1,1,38,15,2,4,7.0,6.6,0.6
7239,0,1,0,64,15,3,3,6.0,6.5,0.6
7240,1,0,0,57,1,12,3,6.0,7.1,0.72
7241,1,1,1,50,3,2,3,6.0,5.9,0.48
7242,1,1,0,44,15,2,1,1.0,5.9,0.28
7243,0,0,0,31,10,5,3,8.0,8.3,0.79
7244,0,0,0,22,20,12,2,4.0,7.2,0.54
7245,0,0,1,27,17,6,0,1.0,3.2,0.17
7246,0,1,0,61,19,8,2,5.0,7.3,0.62
7247,1,1,0,32,1,7,1,3.0,5.9,0.37
7248,0,0,1,44,1,0,3,6.0,8.9,0.79
7249,0,1,1,25,9,12,4,9.0,9.8,0.92
7250,0,0,0,29,11,0,2,4.0,6.3,0.56
7251,0,0,1,57,18,2,2,3.0,2.2,0.18
7252,0,1,1,39,6,6,3,6.0,7.2,0.68
7253,1,1,1,43,19,12,2,4.0,4.8,0.35
7254,1,0,0,28,16,7,2,4.0,5.9,0.23
7255,0,0,0,57,16,6,4,7.0,7.7,0.76
7256,0,0,0,64,17,12,2,5.0,6.4,0.41
7257,0,0,1,21,11,3,2,5.0,4.8,0.41
7258,0,0,0,35,7,10,0,2.0,3.2,0.26
7259,1,0,0,35,18,7,2,3.0,2.2,0.11
7260,1,0,0,39,7,11,3,5.0,4.4,0.36
7261,1,0,1,40,8,2,2,4.0,3.5,0.27
7262,1,0,0,26,10,7,3,6.0,7.0,0.58
7263,1,0,0,53,4,5,4,7.0,7.0,0.57
7264,0,0,1,45,6,0,2,4.0,5.0,0.37
7265,1,0,0,47,12,11,3,7.0,8.2,0.66
7266,0,0,0,45,1,12,3,7.0,5.9,0.74
7267,0,0,1,27,3,11,4,7.0,7.6,0.54
7268,1,0,1,28,3,10,3,7.0,6.9,0.57
7269,1,0,0,31,12,5,1,2.0,5.9,0.41
7270,0,0,1,58,2,3,4,7.0,7.3,0.63
7271,1,0,1,29,1,12,1,2.0,4.8,0.29
7272,1,1,0,35,9,2,2,6.0,6.7,0.62
7273,0,1,0,36,8,2,3,5.0,6.4,0.45
7274,0,0,1,51,7,7,1,3.0,4.4,0.38
7275,0,1,1,31,1,9,4,7.0,7.2,0.5
7276,1,1,1,51,19,0,1,2.0,4.7,0.38
7277,0,1,0,58,16,10,1,1.0,3.0,0.13
7278,0,0,1,38,10,6,1,3.0,5.9,0.35
7279,1,0,1,62,8,5,3,5.0,5.3,0.44
7280,1,0,1,53,18,8,3,6.0,5.9,0.36
7281,0,1,1,48,11,7,1,3.0,6.0,0.38
7282,1,1,1,63,19,7,1,2.0,1.0,0.03
7283,1,1,1,25,6,1,1,3.0,5.7,0.35
7284,1,0,1,30,6,4,0,2.0,2.8,0.11
7285,1,0,1,55,3,10,0,1.0,5.9,0.45
7286,0,0,1,33,13,7,2,4.0,5.3,0.49
7287,1,1,0,50,12,8,3,4.0,6.0,0.45
7288,0,0,1,38,3,5,1,3.0,4.3,0.31
7289,0,0,0,24,16,4,2,5.0,5.9,0.52
7290,1,0,1,23,10,0,2,4.0,5.3,0.42
7291,0,0,1,32,10,11,0,1.0,5.9,0.45
7292,1,0,0,22,3,6,2,4.0,6.7,0.62
7293,0,0,0,53,2,11,3,6.0,7.1,0.62
7294,0,0,0,65,16,9,3,4.0,7.0,0.61
7295,0,1,1,44,8,4,2,3.0,3.2,0.22
7296,1,0,0,36,14,2,2,5.0,4.8,0.39
7297,1,0,1,65,3,0,0,1.0,5.9,0.45
7298,0,1,0,37,16,7,1,2.0,3.2,0.22
7299,1,0,1,60,15,0,2,2.0,5.9,0.26
7300,0,0,1,39,8,6,2,4.0,5.9,0.51
7301,1,0,1,62,11,2,2,4.0,5.1,0.47
7302,0,0,0,27,17,5,4,9.0,7.2,0.7
7303,1,0,1,46,8,7,1,3.0,3.6,0.26
7304,1,1,0,65,7,10,2,5.0,8.7,0.68
7305,1,1,0,54,18,6,3,5.0,5.9,0.5
7306,1,1,1,44,8,1,2,5.0,6.5,0.41
7307,1,1,0,52,8,1,1,3.0,6.1,0.44
7308,0,0,0,50,6,3,1,2.0,3.1,0.18
7309,0,1,0,46,2,5,2,4.0,6.2,0.42
7310,0,0,1,34,10,3,3,6.0,6.2,0.56
7311,1,0,0,21,16,2,4,7.0,7.6,0.74
7312,0,0,1,39,11,9,1,2.0,3.4,0.45
7313,0,1,0,36,17,12,2,5.0,6.6,0.58
7314,1,1,0,47,20,9,3,6.0,5.3,0.37
7315,1,1,0,64,14,1,3,6.0,8.7,0.7
7316,1,0,1,55,9,1,2,4.0,5.8,0.5
7317,0,0,0,57,4,9,4,8.0,8.6,0.68
7318,1,0,1,48,4,10,1,3.0,4.6,0.36
7319,1,0,1,32,11,0,0,1.0,3.7,0.19
7320,1,1,1,39,4,7,0,1.0,5.9,0.29
7321,0,1,0,57,16,7,3,7.0,7.4,0.52
7322,1,0,0,28,20,10,3,7.0,6.3,0.58
7323,0,0,0,30,18,7,4,6.0,7.6,0.57
7324,0,0,0,27,20,10,4,7.0,7.0,0.62
7325,0,0,0,21,1,3,1,3.0,2.2,0.18
7326,0,0,1,47,10,0,2,3.0,2.7,0.19
7327,0,1,0,39,16,1,2,6.0,5.9,0.72
7328,1,1,0,39,14,8,2,6.0,7.8,0.6
7329,1,1,0,57,6,5,3,6.0,6.6,0.45
7330,0,1,0,33,15,9,3,5.0,6.3,0.53
7331,0,1,0,30,14,10,3,5.0,6.7,0.63
7332,0,0,0,32,12,12,3,6.0,8.2,0.65
7333,0,0,0,65,19,8,4,8.0,8.2,0.72
7334,1,0,0,29,7,4,1,3.0,6.2,0.38
7335,1,0,1,64,7,2,3,5.0,6.8,0.47
7336,1,0,1,22,15,7,4,9.0,5.9,0.74
7337,1,1,0,46,13,10,4,7.0,6.7,0.5
7338,1,0,1,36,1,0,0,1.0,4.7,0.28
7339,1,0,1,35,18,7,3,6.0,6.3,0.4
7340,0,0,1,61,9,3,0,1.0,1.6,0.12
7341,1,1,0,36,17,8,2,4.0,7.1,0.5
7342,1,0,0,62,13,9,3,6.0,7.2,0.55
7343,0,0,1,38,11,0,2,3.0,5.8,0.47
7344,1,1,0,34,19,7,0,1.0,5.9,0.45
7345,1,0,0,48,2,1,3,6.0,4.5,0.4
7346,0,0,1,56,18,12,3,8.0,8.9,0.93
7347,1,1,1,51,15,5,2,4.0,4.2,0.37
7348,1,0,0,56,14,4,0,1.0,5.9,0.26
7349,0,1,0,38,4,1,3,5.0,5.9,0.6
7350,0,0,1,50,13,11,2,4.0,5.7,0.45
7351,0,1,0,29,20,9,0,1.0,5.9,0.02
7352,0,1,1,48,18,0,3,5.0,7.6,0.62
7353,1,0,0,58,5,4,4,4.0,7.7,0.6
7354,1,1,1,28,9,8,2,5.0,5.9,0.45
7355,0,1,0,46,8,4,3,5.0,6.5,0.51
7356,1,0,0,26,17,5,2,4.0,6.8,0.53
7357,0,1,0,42,14,12,2,5.0,6.5,0.53
7358,0,0,0,47,5,5,3,4.0,7.8,0.74
7359,0,0,0,30,13,11,2,5.0,7.0,0.45
7360,1,0,1,32,20,9,1,4.0,5.6,0.5
7361,1,0,0,63,13,4,1,2.0,4.4,0.29
7362,0,0,0,21,3,5,1,4.0,5.9,0.5
7363,1,1,0,35,7,5,3,5.0,5.3,0.4
7364,1,1,0,42,7,1,3,6.0,8.1,0.66
7365,0,0,0,33,4,7,3,7.0,6.4,0.55
7366,1,0,1,38,11,3,3,5.0,6.8,0.49
7367,0,0,0,25,3,7,3,6.0,7.5,0.62
7368,1,0,0,25,15,5,2,4.0,2.4,0.18
7369,1,0,0,41,8,11,3,5.0,6.9,0.46
7370,1,1,0,52,6,12,4,8.0,8.1,0.77
7371,0,0,0,22,6,8,3,6.0,7.2,0.55
7372,1,1,0,56,15,5,3,6.0,7.9,0.62
7373,1,0,0,29,2,10,2,5.0,6.9,0.54
7374,0,1,1,31,11,2,5,9.0,9.8,0.95
7375,0,0,1,52,18,6,0,2.0,3.2,0.18
7376,0,1,1,24,11,8,4,7.0,9.3,0.83
7377,1,0,1,35,13,4,2,2.0,5.9,0.2
7378,1,1,0,33,12,4,1,2.0,3.3,0.27
7379,0,1,0,65,18,9,2,4.0,7.3,0.69
7380,0,0,0,65,6,11,2,5.0,7.1,0.7
7381,0,1,0,59,7,7,2,4.0,4.9,0.38
7382,1,0,1,63,8,9,2,4.0,3.0,0.25
7383,1,0,0,62,6,11,5,10.0,5.9,1.0
7384,1,0,0,21,12,7,3,5.0,5.1,0.31
7385,0,1,0,24,2,4,3,6.0,8.4,0.65
7386,1,0,1,57,17,10,2,5.0,6.1,0.44
7387,1,1,0,24,15,8,1,1.0,3.4,0.28
7388,1,0,1,40,17,6,1,2.0,0.5,0.45
7389,0,1,0,61,19,5,2,4.0,4.7,0.31
7390,1,0,0,53,14,3,4,7.0,7.0,0.65
7391,1,0,0,57,18,6,1,4.0,5.8,0.44
7392,0,0,1,38,12,3,3,6.0,7.7,0.63
7393,1,1,1,27,15,12,2,4.0,2.8,0.23
7394,1,0,0,52,17,2,1,4.0,7.1,0.53
7395,1,0,1,50,4,7,1,3.0,5.9,0.46
7396,1,1,0,24,5,11,1,2.0,2.4,0.15
7397,0,0,0,50,17,9,4,7.0,6.5,0.61
7398,0,1,0,45,11,12,3,4.0,5.4,0.36
7399,0,1,0,61,10,10,2,5.0,6.6,0.61
7400,0,1,1,40,11,4,3,5.0,6.1,0.4
7401,1,0,1,59,5,2,4,7.0,6.6,0.57
7402,0,0,0,35,5,4,2,4.0,6.4,0.6
7403,1,1,1,49,10,7,2,1.0,5.9,0.1
7404,0,0,1,58,11,5,1,3.0,6.1,0.39
7405,0,1,1,34,13,6,4,7.0,7.2,0.57
7406,0,0,0,21,14,8,2,4.0,5.2,0.49
7407,1,1,0,63,12,1,1,3.0,5.9,0.54
7408,1,0,0,53,12,9,2,5.0,5.6,0.53
7409,0,1,1,45,4,6,2,4.0,7.8,0.67
7410,1,1,0,52,19,6,4,8.0,8.0,0.84
7411,0,1,0,22,2,10,3,7.0,6.1,0.52
7412,1,1,0,23,17,8,1,4.0,4.0,0.35
7413,0,0,1,53,8,8,2,4.0,6.8,0.5
7414,0,0,0,23,8,4,2,3.0,3.9,0.21
7415,1,0,1,29,11,10,1,4.0,5.1,0.46
7416,0,0,0,32,10,8,2,6.0,7.6,0.56
7417,0,1,0,63,4,8,4,8.0,6.7,0.67
7418,1,1,1,36,3,12,2,4.0,4.7,0.37
7419,0,1,1,40,16,1,3,5.0,6.2,0.58
7420,1,1,1,51,1,2,1,3.0,5.9,0.17
7421,1,0,0,27,16,10,3,7.0,6.4,0.58
7422,0,0,1,59,20,3,2,5.0,5.9,0.4
7423,0,0,0,39,13,3,3,5.0,6.1,0.37
7424,0,1,0,48,7,1,0,1.0,2.5,0.08
7425,0,0,0,41,13,2,2,4.0,6.4,0.63
7426,1,0,1,41,14,1,1,2.0,5.9,0.39
7427,0,0,0,26,15,12,2,7.0,9.1,0.75
7428,0,0,1,53,19,11,2,6.0,8.8,0.72
7429,1,0,1,63,19,12,3,6.0,5.5,0.44
7430,0,0,1,32,15,0,2,6.0,6.5,0.57
7431,1,0,0,47,2,0,1,2.0,3.8,0.16
7432,1,0,1,49,19,6,1,2.0,4.3,0.36
7433,1,0,1,30,6,7,1,2.0,5.8,0.47
7434,1,0,0,65,12,12,3,5.0,5.9,0.42
7435,0,0,0,57,11,12,3,4.0,5.9,0.85
7436,0,0,0,52,17,7,3,6.0,6.9,0.65
7437,0,0,0,38,13,11,2,4.0,8.0,0.64
7438,0,0,1,58,7,1,1,3.0,1.5,0.12
7439,0,1,1,54,13,12,2,5.0,5.9,0.5
7440,1,0,1,29,8,6,2,4.0,4.9,0.42
7441,1,0,1,31,12,6,2,4.0,5.9,0.21
7442,1,0,0,39,10,6,4,7.0,5.9,0.45
7443,0,0,1,48,3,7,3,5.0,5.9,0.49
7444,0,1,0,64,3,6,3,5.0,6.4,0.54
7445,0,0,0,37,6,10,3,7.0,7.5,0.73
7446,0,0,1,52,19,2,3,6.0,8.3,0.74
7447,1,0,0,61,13,2,2,4.0,6.4,0.42
7448,1,0,1,23,8,2,1,2.0,2.6,0.13
7449,1,0,1,54,19,3,2,4.0,3.9,0.31
7450,1,0,0,49,5,11,1,4.0,3.3,0.22
7451,1,0,1,34,5,9,1,2.0,1.7,0.11
7452,0,1,1,65,16,2,2,4.0,6.1,0.42
7453,1,1,1,33,5,5,1,3.0,2.3,0.12
7454,1,1,1,52,12,12,3,6.0,5.8,0.47
7455,0,0,1,37,20,8,2,3.0,4.0,0.3
7456,0,0,1,43,8,11,2,3.0,2.7,0.2
7457,1,1,0,31,14,7,3,5.0,7.6,0.55
7458,1,0,0,64,11,0,3,5.0,5.5,0.44
7459,0,1,1,47,6,10,3,6.0,7.2,0.53
7460,0,1,0,62,6,6,4,8.0,8.0,0.45
7461,1,0,1,26,5,4,1,2.0,4.0,0.27
7462,1,0,1,51,17,11,3,5.0,6.2,0.47
7463,0,0,0,25,13,5,2,5.0,6.0,0.53
7464,0,0,1,38,12,5,2,3.0,6.2,0.47
7465,1,0,0,46,1,3,1,3.0,5.0,0.29
7466,0,0,0,43,4,2,3,5.0,6.3,0.55
7467,1,0,1,34,1,10,2,2.0,3.3,0.26
7468,1,0,0,37,12,9,2,4.0,7.8,0.66
7469,1,0,1,63,8,6,2,4.0,5.2,0.47
7470,0,1,0,35,15,1,1,3.0,5.4,0.41
7471,1,0,1,57,12,11,3,5.0,4.5,0.37
7472,1,1,1,29,13,1,3,4.0,5.7,0.49
7473,1,1,1,42,3,6,2,4.0,6.8,0.59
7474,0,1,1,34,20,0,3,5.0,5.4,0.39
7475,1,0,1,29,10,4,2,5.0,8.0,0.45
7476,1,1,1,53,1,8,3,4.0,6.2,0.49
7477,0,1,1,43,18,0,3,5.0,5.5,0.4
7478,1,0,1,58,11,11,2,4.0,6.7,0.46
7479,1,0,1,47,12,11,3,5.0,4.8,0.36
7480,0,0,0,43,11,6,3,6.0,10.0,0.86
7481,0,0,0,61,17,9,1,3.0,5.7,0.42
7482,0,1,0,47,12,7,3,6.0,4.7,0.45
7483,0,0,0,64,13,4,1,4.0,6.4,0.47
7484,0,0,0,57,15,7,4,8.0,9.0,0.72
7485,1,0,1,36,7,1,4,9.0,9.1,0.78
7486,1,0,1,44,2,2,1,2.0,5.9,0.45
7487,0,0,0,27,13,7,1,3.0,5.1,0.39
7488,0,0,1,31,20,9,3,6.0,6.3,0.56
7489,1,0,1,63,13,2,1,3.0,6.8,0.46
7490,0,0,1,64,17,12,2,4.0,4.2,0.38
7491,0,0,1,48,11,5,1,3.0,5.8,0.35
7492,0,0,1,43,5,6,5,9.0,9.8,0.84
7493,1,0,1,21,9,1,1,3.0,3.7,0.24
7494,1,1,1,45,7,8,2,5.0,6.7,0.44
7495,0,0,0,61,5,6,3,7.0,5.9,0.51
7496,1,0,1,31,13,2,3,5.0,5.9,0.47
7497,1,0,1,25,3,9,1,2.0,4.2,0.22
7498,1,0,1,32,7,3,3,5.0,5.5,0.37
7499,1,0,1,59,15,2,3,4.0,5.9,0.63
7500,1,0,1,44,20,11,2,4.0,4.9,0.45
7501,1,1,1,54,10,7,1,1.0,2.6,0.12
7502,1,0,1,43,20,2,1,3.0,5.9,0.49
7503,0,0,1,50,2,7,1,1.0,3.4,0.12
7504,1,1,0,50,13,2,3,5.0,6.1,0.45
7505,1,1,0,24,16,8,4,7.0,7.5,0.61
7506,1,0,1,21,5,8,1,1.0,3.1,0.11
7507,1,1,1,24,6,7,3,7.0,7.5,0.6
7508,0,0,0,51,7,6,2,6.0,8.8,0.72
7509,0,0,1,59,6,7,0,1.0,2.7,0.22
7510,1,1,0,36,10,11,1,2.0,5.9,0.26
7511,1,1,0,52,5,9,1,3.0,4.1,0.31
7512,0,0,1,64,9,1,3,5.0,5.0,0.39
7513,0,0,0,58,15,5,1,4.0,5.0,0.32
7514,1,1,1,31,8,2,0,2.0,5.1,0.27
7515,0,0,1,44,16,5,1,2.0,4.7,0.32
7516,1,1,1,62,12,1,3,6.0,6.4,0.52
7517,1,0,1,60,20,1,3,4.0,5.3,0.43
7518,1,0,0,56,14,4,3,6.0,7.3,0.54
7519,1,0,1,34,4,6,2,4.0,4.1,0.29
7520,1,1,0,54,19,1,2,4.0,6.5,0.54
7521,1,0,1,28,1,8,0,1.0,0.9,0.08
7522,0,0,1,21,20,3,4,6.0,8.1,0.61
7523,1,1,0,63,10,3,3,4.0,8.2,0.64
7524,1,0,1,63,3,11,1,4.0,4.2,0.35
7525,0,1,0,27,3,3,2,5.0,8.4,0.65
7526,0,1,1,35,10,3,1,3.0,4.9,0.39
7527,1,0,0,39,11,9,3,5.0,8.0,0.62
7528,1,0,0,63,9,3,2,3.0,5.5,0.4
7529,0,0,1,58,1,7,0,2.0,5.4,0.3
7530,1,0,0,38,11,11,3,7.0,8.6,0.73
7531,0,0,0,55,5,5,2,4.0,6.6,0.51
7532,1,1,1,30,5,0,3,6.0,6.7,0.62
7533,0,0,1,27,8,6,2,4.0,6.4,0.51
7534,0,0,1,40,18,11,3,4.0,5.9,0.79
7535,0,1,1,32,12,3,4,6.0,7.5,0.65
7536,0,0,0,46,2,3,4,7.0,7.0,0.65
7537,0,0,0,62,14,7,4,7.0,6.1,0.53
7538,0,0,0,46,2,11,3,7.0,6.7,0.64
7539,1,0,0,26,4,2,3,7.0,7.8,0.76
7540,1,1,1,25,19,8,3,6.0,5.3,0.5
7541,1,0,0,34,18,7,1,4.0,4.8,0.44
7542,0,0,1,44,14,3,2,5.0,5.6,0.53
7543,1,1,1,22,4,4,2,4.0,5.9,0.22
7544,1,0,0,57,19,7,2,5.0,5.9,0.51
7545,1,0,1,46,6,11,1,1.0,0.3,0.45
7546,0,0,1,38,16,0,2,4.0,4.3,0.32
7547,0,0,1,25,8,7,2,4.0,5.6,0.37
7548,0,0,0,51,10,0,2,5.0,6.6,0.58
7549,1,0,1,35,20,4,3,5.0,4.6,0.41
7550,0,0,1,37,7,9,4,4.0,9.9,0.86
7551,0,0,1,32,1,10,2,4.0,4.2,0.32
7552,0,1,0,38,13,7,2,4.0,5.9,0.52
7553,1,0,1,56,11,8,2,5.0,5.5,0.45
7554,1,0,1,24,5,7,2,4.0,3.2,0.22
7555,1,0,0,55,7,10,0,1.0,5.2,0.29
7556,1,1,1,46,6,11,2,3.0,2.6,0.15
7557,0,0,0,43,4,8,0,2.0,4.4,0.28
7558,1,0,0,38,8,0,2,6.0,7.5,0.55
7559,1,1,1,49,11,5,3,5.0,7.3,0.65
7560,0,0,0,62,4,2,3,6.0,7.5,0.45
7561,1,0,0,61,3,10,0,1.0,2.2,0.08
7562,0,0,0,65,7,3,4,7.0,8.2,0.71
7563,0,0,1,53,16,8,1,4.0,6.9,0.49
7564,0,0,0,30,1,10,2,4.0,5.0,0.46
7565,1,0,1,38,9,6,2,3.0,5.9,0.36
7566,0,0,1,45,14,5,1,2.0,2.5,0.09
7567,0,0,0,44,1,8,3,6.0,7.3,0.67
7568,1,0,1,42,11,3,2,5.0,6.2,0.5
7569,1,0,1,31,19,12,3,4.0,7.2,0.5
7570,0,1,0,30,11,11,4,6.0,7.4,0.68
7571,1,0,1,22,6,7,1,4.0,2.3,0.45
7572,1,1,0,64,20,0,2,4.0,5.1,0.47
7573,1,1,1,49,20,6,4,4.0,10.0,1.0
7574,0,0,1,27,8,4,3,6.0,4.7,0.42
7575,0,1,1,29,9,5,2,6.0,7.4,0.56
7576,0,0,1,43,4,4,1,3.0,3.0,0.13
7577,1,0,0,57,17,10,3,6.0,7.8,0.72
7578,0,0,1,62,3,0,4,7.0,8.0,0.59
7579,0,0,0,39,13,6,2,6.0,7.2,0.59
7580,1,1,1,60,7,6,2,4.0,5.9,0.42
7581,0,0,0,30,1,8,3,6.0,6.4,0.53
7582,0,0,1,58,10,8,1,2.0,5.9,0.23
7583,1,0,1,49,8,3,2,3.0,5.9,0.26
7584,0,0,0,57,10,11,1,3.0,4.7,0.39
7585,1,1,1,27,6,4,0,1.0,3.1,0.22
7586,0,0,0,53,5,9,2,5.0,5.1,0.42
7587,0,0,0,59,10,1,1,2.0,5.1,0.45
7588,1,0,0,51,1,7,3,4.0,7.7,0.65
7589,0,0,1,44,19,12,3,5.0,7.4,0.68
7590,0,0,1,35,17,10,2,5.0,5.9,0.39
7591,1,1,1,47,5,11,2,3.0,2.4,0.16
7592,1,1,0,57,17,9,2,4.0,6.1,0.58
7593,0,1,1,35,17,11,2,4.0,5.2,0.33
7594,1,0,0,65,20,12,1,2.0,2.1,0.11
7595,1,0,1,22,12,12,2,3.0,5.0,0.39
7596,0,0,0,61,17,0,2,5.0,7.2,0.56
7597,0,0,1,36,6,3,1,1.0,5.3,0.28
7598,1,1,1,40,1,10,1,1.0,0.3,0.45
7599,1,0,1,46,6,7,3,4.0,5.9,0.43
7600,0,1,0,53,3,7,2,4.0,5.8,0.53
7601,0,0,0,24,13,1,2,6.0,7.2,0.56
7602,1,0,1,37,17,2,1,2.0,1.7,0.11
7603,0,0,1,39,15,12,1,3.0,6.7,0.49
7604,0,1,1,35,15,8,4,4.0,7.0,0.64
7605,0,0,0,61,11,7,4,9.0,8.3,0.7
7606,1,1,0,41,20,6,2,5.0,8.7,0.69
7607,1,0,0,23,8,6,4,6.0,7.7,0.56
7608,0,1,0,46,11,6,2,5.0,4.2,0.31
7609,1,0,1,50,9,9,3,7.0,7.0,0.67
7610,1,0,1,48,7,11,3,3.0,3.3,0.27
7611,0,0,1,53,15,12,1,2.0,5.9,0.4
7612,0,1,1,30,15,6,4,8.0,7.7,0.7
7613,1,0,1,51,3,5,3,5.0,6.0,0.4
7614,1,0,1,43,5,6,2,4.0,3.8,0.2
7615,0,0,1,32,2,3,2,3.0,6.9,0.49
7616,0,0,1,60,11,6,5,4.0,8.7,0.82
7617,1,0,1,33,15,12,1,3.0,4.3,0.37
7618,1,1,1,28,16,2,1,4.0,5.5,0.39
7619,0,0,0,21,15,5,0,1.0,5.9,0.45
7620,1,0,1,30,10,12,2,4.0,5.2,0.32
7621,0,1,0,54,14,11,1,4.0,4.6,0.4
7622,0,0,1,31,9,9,0,1.0,2.4,0.11
7623,1,0,1,31,17,0,2,4.0,4.6,0.25
7624,1,0,1,27,20,12,2,3.0,5.6,0.37
7625,1,0,1,56,5,1,1,3.0,5.4,0.45
7626,1,0,1,26,18,0,1,3.0,2.4,0.15
7627,1,1,1,37,20,3,1,1.0,4.5,0.26
7628,0,0,0,60,5,7,3,7.0,7.8,0.57
7629,0,0,0,31,2,8,1,3.0,4.6,0.36
7630,1,0,1,62,3,9,3,5.0,5.4,0.43
7631,0,0,1,30,9,1,3,7.0,8.0,0.74
7632,1,0,1,53,20,10,2,5.0,7.0,0.45
7633,0,1,0,30,9,11,2,3.0,4.1,0.29
7634,1,0,0,40,6,9,4,6.0,6.8,0.66
7635,0,0,1,46,8,4,0,1.0,0.3,0.03
7636,0,0,0,38,18,1,0,1.0,2.5,0.1
7637,1,0,0,29,14,7,2,4.0,5.0,0.39
7638,1,0,1,36,19,9,1,2.0,0.8,0.45
7639,0,0,0,22,14,4,1,1.0,5.1,0.29
7640,1,1,0,44,19,9,3,5.0,7.4,0.66
7641,1,1,0,41,5,4,2,4.0,5.6,0.35
7642,1,0,0,63,8,11,3,7.0,7.4,0.61
7643,1,1,1,43,8,9,1,4.0,5.4,0.34
7644,1,0,1,63,8,9,0,3.0,5.4,0.31
7645,1,0,1,60,12,4,1,4.0,5.1,0.37
7646,1,0,0,29,7,6,3,5.0,7.1,0.59
7647,0,0,1,62,8,12,2,3.0,6.9,0.48
7648,1,0,0,52,3,6,2,4.0,6.8,0.45
7649,1,0,1,43,19,11,1,2.0,2.4,0.16
7650,1,0,1,44,7,7,3,4.0,6.1,0.4
7651,0,1,1,54,1,10,1,4.0,6.3,0.47
7652,1,0,1,56,7,5,2,6.0,8.4,0.76
7653,0,0,0,34,9,0,3,6.0,8.6,0.68
7654,0,0,0,32,15,9,2,6.0,5.9,0.54
7655,0,0,1,43,5,5,3,8.0,8.3,0.7
7656,1,0,0,56,16,12,1,1.0,2.1,0.1
7657,0,1,0,44,18,10,3,6.0,7.8,0.62
7658,1,0,1,50,7,11,4,6.0,5.5,0.45
7659,0,1,1,34,4,0,1,3.0,3.1,0.24
7660,0,0,0,30,15,5,2,5.0,6.4,0.61
7661,0,0,1,51,9,8,2,3.0,3.7,0.23
7662,1,1,1,58,6,5,2,5.0,6.6,0.43
7663,0,0,0,65,8,12,3,6.0,8.5,0.74
7664,0,0,1,39,3,12,2,5.0,6.3,0.55
7665,0,1,0,23,10,9,3,6.0,6.5,0.57
7666,1,0,1,56,18,0,2,3.0,5.7,0.43
7667,0,0,0,55,7,12,2,3.0,5.8,0.43
7668,1,1,0,50,12,1,4,7.0,6.7,0.66
7669,1,0,0,34,14,3,2,4.0,5.0,0.34
7670,0,0,0,28,8,9,3,6.0,8.2,0.68
7671,1,0,0,34,20,8,1,4.0,6.1,0.46
7672,0,1,0,44,11,4,0,1.0,2.3,0.14
7673,0,0,1,56,17,1,1,3.0,5.9,0.56
7674,0,0,0,45,16,4,2,2.0,1.7,0.12
7675,0,0,1,40,2,7,2,3.0,5.0,0.31
7676,0,0,0,23,3,3,1,1.0,3.9,0.27
7677,1,1,0,28,6,6,2,5.0,5.2,0.35
7678,0,0,1,32,3,1,2,4.0,5.9,0.35
7679,0,1,1,34,4,12,2,5.0,3.6,0.31
7680,0,0,0,61,10,12,2,6.0,5.9,0.69
7681,1,0,0,52,20,3,3,7.0,7.5,0.65
7682,1,0,1,46,4,5,1,1.0,4.1,0.18
7683,1,0,1,53,17,4,2,4.0,6.3,0.48
7684,0,0,1,37,17,0,4,7.0,5.9,0.68
7685,0,0,0,21,13,11,3,6.0,7.4,0.53
7686,1,1,0,29,19,12,3,5.0,8.2,0.63
7687,0,1,0,57,11,7,2,4.0,6.8,0.49
7688,0,0,1,47,9,3,3,7.0,7.9,0.58
7689,1,0,0,40,15,11,2,4.0,4.3,0.35
7690,0,0,0,65,1,5,3,8.0,8.7,0.7
7691,0,1,1,40,11,10,2,4.0,2.3,0.12
7692,1,0,1,63,5,5,4,7.0,7.3,0.66
7693,0,0,1,59,10,2,1,3.0,4.0,0.34
7694,1,0,1,64,15,10,3,5.0,4.3,0.36
7695,1,0,1,55,3,5,5,10.0,9.5,0.9
7696,1,0,1,47,4,11,1,1.0,1.9,0.04
7697,1,1,1,64,4,9,2,4.0,3.8,0.3
7698,0,0,1,46,15,1,3,6.0,6.4,0.5
7699,0,0,1,36,11,2,1,2.0,5.9,0.26
7700,0,1,0,33,19,4,2,4.0,7.6,0.65
7701,1,0,1,33,10,6,1,1.0,3.2,0.15
7702,1,0,0,24,9,2,3,7.0,6.9,0.63
7703,0,0,1,31,15,6,2,4.0,5.9,0.32
7704,1,1,1,58,12,1,2,4.0,6.4,0.48
7705,1,0,0,51,5,3,2,6.0,8.8,0.74
7706,1,0,0,40,5,9,0,1.0,1.8,0.14
7707,0,1,0,59,1,9,4,8.0,7.7,0.59
7708,0,0,1,43,18,1,3,6.0,6.8,0.61
7709,1,0,0,64,3,8,4,7.0,6.9,0.67
7710,0,1,1,31,19,4,2,3.0,3.4,0.24
7711,1,0,1,49,4,10,2,4.0,4.1,0.36
7712,0,0,0,23,2,10,3,6.0,7.2,0.54
7713,1,1,1,57,4,8,2,4.0,5.9,0.45
7714,0,0,1,50,9,11,2,4.0,7.2,0.53
7715,0,1,0,44,15,1,4,7.0,6.2,0.59
7716,1,0,1,42,17,5,1,2.0,4.7,0.27
