Gender,Company Type,WFH Setup Available,Age,Tenure,Vacations taken,Designation,Average Hours worked per day,Employee satisfaction score,Mental Fatigue Score
1,0,0,31,9,0,2,4.0,5.5,0.37
0,1,0,39,2,5,3,5.0,6.2,0.59
0,0,1,25,2,8,4,8.0,7.3,0.74
1,0,1,28,12,11,2,4.0,5.1,0.37
0,1,0,40,20,8,1,4.0,5.0,0.31
1,1,1,41,17,10,3,5.0,6.1,0.5
0,0,0,32,16,10,1,1.0,1.5,0.08
1,0,0,45,6,11,1,3.0,5.8,0.43
0,1,0,23,3,2,2,4.0,5.5,0.33
1,1,0,38,8,11,2,4.0,7.1,0.61
0,0,0,56,7,2,4,8.0,6.8,0.6
0,0,1,47,13,6,4,7.0,7.7,0.68
0,0,0,33,6,12,1,1.0,5.9,0.45
0,0,0,56,9,7,5,10.0,9.8,0.86
0,0,0,53,18,9,4,8.0,7.5,0.75
0,1,0,31,7,1,3,7.0,6.7,0.59
1,1,1,33,6,3,1,2.0,4.7,0.29
0,1,1,35,14,7,3,6.0,6.8,0.45
1,0,1,46,15,12,2,5.0,5.1,0.32
1,1,1,51,14,0,1,3.0,4.9,0.36
1,0,1,48,18,9,1,1.0,1.9,0.04
1,0,1,64,9,4,0,1.0,5.9,0.45
1,0,0,28,17,0,1,4.0,7.0,0.5
0,0,1,44,17,4,1,4.0,5.1,0.38
0,1,1,24,5,4,1,3.0,2.7,0.45
1,1,1,56,8,3,3,4.0,5.9,0.42
1,0,0,24,15,0,1,4.0,4.6,0.32
0,0,0,53,6,2,4,7.0,9.4,0.84
0,0,0,50,20,2,2,6.0,6.9,0.65
0,1,0,33,1,12,3,4.0,6.8,0.47
1,0,1,52,6,10,3,4.0,5.8,0.43
0,0,0,24,19,0,3,6.0,8.0,0.64
1,0,0,33,16,6,4,8.0,8.6,0.88
1,1,0,54,6,0,1,3.0,6.3,0.47
1,0,0,38,15,6,2,4.0,5.9,0.38
0,1,1,54,11,8,1,4.0,4.3,0.34
1,0,0,52,18,4,4,8.0,7.2,0.7
0,1,1,32,13,5,2,4.0,5.2,0.45
0,1,1,35,8,3,1,4.0,5.1,0.45
1,0,0,48,3,1,1,2.0,5.2,0.43
1,0,0,39,13,3,1,3.0,5.9,0.38
1,0,1,53,2,0,3,5.0,5.6,0.43
1,0,0,33,5,4,3,6.0,7.7,0.58
0,0,1,55,4,2,1,2.0,3.5,0.18
1,1,1,32,14,2,2,3.0,6.5,0.46
0,1,1,44,19,10,1,4.0,5.9,0.41
1,0,1,27,1,4,3,5.0,6.6,0.48
1,0,0,39,1,7,1,4.0,5.9,0.56
0,1,1,43,14,7,1,2.0,4.1,0.26
0,1,1,65,16,12,2,4.0,6.2,0.44
1,0,1,54,1,0,2,6.0,5.9,0.55
0,1,1,27,7,3,4,7.0,6.9,0.49
1,0,0,37,19,0,5,9.0,5.9,0.72
1,0,1,23,4,11,1,2.0,3.8,0.25
1,0,0,51,7,4,4,8.0,8.8,0.7
0,1,0,33,16,5,1,2.0,5.9,0.47
1,0,1,42,5,7,1,3.0,4.7,0.31
0,0,0,65,14,2,2,4.0,7.5,0.65
0,1,0,40,10,9,2,5.0,7.0,0.66
0,0,1,25,12,9,4,8.0,9.1,0.75
1,1,1,23,17,1,2,2.0,4.5,0.24
0,0,1,30,1,5,1,2.0,5.1,0.3
0,1,1,61,16,2,2,3.0,3.5,0.27
1,0,1,41,18,8,3,4.0,5.9,0.62
0,1,0,46,2,7,4,9.0,8.6,0.71
1,0,1,33,9,5,1,2.0,4.8,0.43
0,1,0,25,1,9,4,4.0,5.9,0.78
1,0,0,38,3,12,1,2.0,0.2,0.45
0,1,1,56,7,2,2,4.0,4.6,0.4
1,0,1,40,1,5,1,4.0,4.9,0.34
0,0,1,42,4,2,2,4.0,4.9,0.33
0,0,1,32,12,11,3,6.0,7.3,0.51
0,0,1,29,9,10,1,1.0,4.5,0.26
0,0,1,45,2,9,2,4.0,4.7,0.33
1,1,0,50,16,5,4,6.0,7.3,0.61
1,1,0,57,5,1,5,8.0,8.1,0.84
0,0,0,35,16,5,2,6.0,7.9,0.65
1,0,1,55,20,0,2,3.0,6.5,0.45
1,0,1,26,6,4,0,1.0,2.5,0.15
1,0,0,60,13,3,3,7.0,7.4,0.55
1,1,1,51,14,7,2,3.0,6.0,0.45
0,0,1,44,9,12,1,3.0,3.7,0.18
0,1,0,47,19,11,3,5.0,6.3,0.59
1,0,1,44,20,4,3,5.0,5.3,0.36
0,0,1,43,4,9,3,5.0,5.7,0.43
0,1,0,39,11,9,2,5.0,6.9,0.45
0,1,0,48,20,11,2,4.0,7.5,0.61
1,1,0,28,3,8,3,6.0,7.5,0.56
1,0,1,63,11,12,4,8.0,5.9,0.73
1,0,1,59,13,9,3,5.0,6.5,0.56
1,0,1,28,14,9,3,5.0,5.1,0.45
0,0,0,43,14,6,1,1.0,5.9,0.45
1,1,1,26,14,6,0,2.0,3.6,0.16
0,0,0,36,9,8,3,5.0,6.3,0.49
0,1,0,27,20,6,1,3.0,4.7,0.28
0,0,1,34,4,6,2,6.0,6.4,0.52
1,1,0,54,8,4,4,6.0,8.7,0.69
0,0,0,31,19,4,4,8.0,7.5,0.78
1,1,1,34,19,7,1,3.0,5.9,0.21
0,1,1,58,2,6,3,4.0,6.0,0.56
0,1,1,58,11,3,2,3.0,5.5,0.31
0,1,1,59,9,2,0,1.0,2.8,0.2
0,0,1,43,15,12,0,2.0,4.2,0.22
0,0,0,46,3,2,3,8.0,9.0,0.74
0,0,0,60,17,12,2,6.0,6.5,0.51
0,1,1,31,15,9,3,6.0,7.5,0.56
0,0,1,29,8,11,3,4.0,5.1,0.37
0,0,0,38,7,4,1,4.0,4.7,0.34
1,0,1,21,8,7,2,3.0,5.6,0.42
0,1,0,23,11,4,1,3.0,5.2,0.4
0,1,0,32,7,11,2,3.0,5.9,0.11
1,0,0,58,17,3,3,6.0,8.2,0.71
0,0,0,50,5,4,2,6.0,7.4,0.53
0,0,0,22,19,8,3,7.0,8.2,0.75
0,0,0,53,3,1,4,9.0,8.9,0.89
0,1,0,45,13,11,2,4.0,4.7,0.38
1,0,1,36,4,1,2,4.0,5.9,0.41
1,0,0,57,7,9,2,3.0,6.0,0.4
0,0,1,25,17,10,3,6.0,8.6,0.66
0,0,1,58,13,12,1,2.0,4.2,0.33
1,0,1,49,2,8,3,5.0,3.9,0.34
1,0,0,43,15,7,2,5.0,7.4,0.69
1,1,0,24,17,4,1,3.0,3.7,0.25
0,0,0,39,17,12,4,9.0,8.6,0.73
0,1,1,48,11,1,0,1.0,3.9,0.21
0,1,1,42,3,12,4,8.0,7.4,0.63
1,0,0,24,18,12,1,3.0,3.7,0.3
1,0,0,33,17,7,4,6.0,7.1,0.67
1,1,1,21,14,7,1,2.0,5.3,0.36
0,0,1,58,1,11,3,6.0,5.9,0.52
1,0,0,37,19,3,4,9.0,9.4,0.92
0,0,0,37,15,0,3,6.0,6.9,0.53
0,1,0,33,15,8,4,6.0,5.9,0.5
1,0,0,48,2,2,4,6.0,6.5,0.62
1,0,1,43,1,7,1,2.0,2.3,0.17
0,0,1,44,2,2,1,3.0,5.1,0.45
0,0,0,49,3,0,3,5.0,7.2,0.57
0,0,1,21,7,4,4,6.0,6.3,0.52
0,1,0,34,9,7,1,3.0,4.9,0.35
1,0,0,21,7,5,1,2.0,4.3,0.25
0,0,0,33,8,7,2,5.0,5.7,0.52
0,0,0,23,13,10,1,4.0,5.4,0.31
1,0,0,26,14,12,3,7.0,8.8,0.86
0,1,1,23,7,4,2,4.0,3.8,0.32
1,1,1,55,13,5,5,9.0,8.2,0.88
1,1,1,34,15,6,2,3.0,2.2,0.06
0,1,0,49,20,4,3,5.0,5.1,0.45
0,0,1,37,10,5,3,6.0,7.0,0.63
0,1,1,28,6,9,1,3.0,2.8,0.18
1,0,1,41,12,2,2,4.0,6.3,0.41
0,0,0,44,14,8,3,6.0,7.0,0.56
1,1,0,46,11,8,1,3.0,6.9,0.46
1,1,1,51,8,1,5,9.0,5.9,0.8
0,0,0,31,3,3,1,4.0,5.8,0.42
1,0,1,31,7,10,0,1.0,5.9,0.21
1,0,1,46,2,12,2,4.0,4.2,0.33
1,0,1,62,14,8,0,1.0,3.5,0.22
0,0,1,26,13,0,3,8.0,6.9,0.7
1,0,0,27,1,5,4,8.0,5.9,0.8
1,0,1,35,3,1,1,2.0,5.3,0.28
1,0,1,34,12,6,1,1.0,5.0,0.25
1,0,0,55,16,7,0,1.0,1.4,0.01
1,0,0,51,11,8,2,3.0,4.5,0.24
1,0,1,54,15,5,3,6.0,6.5,0.51
1,0,1,64,1,3,1,4.0,7.5,0.54
1,1,1,21,8,11,2,4.0,4.0,0.33
1,0,1,60,18,7,3,5.0,5.9,0.4
0,1,0,59,9,11,3,5.0,6.6,0.44
1,0,1,62,11,11,0,2.0,4.1,0.3
0,1,0,64,14,1,0,1.0,4.4,0.27
0,0,0,52,17,8,3,7.0,7.1,0.62
1,1,1,37,11,2,2,5.0,6.4,0.44
0,1,1,50,20,3,4,7.0,6.1,0.58
0,0,0,47,10,1,2,5.0,6.5,0.57
1,0,1,41,14,2,2,4.0,4.6,0.42
1,1,1,32,13,11,0,1.0,1.9,0.14
0,0,1,31,15,0,1,3.0,5.1,0.42
1,0,0,34,3,7,0,1.0,4.1,0.29
1,0,1,54,5,5,3,6.0,5.9,0.43
0,0,0,23,19,3,2,4.0,5.2,0.38
0,1,0,24,5,11,4,8.0,5.5,0.52
0,1,0,36,11,11,4,9.0,7.2,0.74
0,1,0,33,12,8,1,3.0,6.0,0.52
0,0,0,64,10,0,0,1.0,3.9,0.21
1,1,1,60,15,7,2,4.0,6.2,0.41
1,1,1,25,10,8,0,1.0,5.9,0.45
1,0,0,58,5,3,3,7.0,5.9,0.82
1,0,1,56,18,6,1,2.0,3.3,0.17
1,0,0,42,16,2,3,7.0,6.8,0.69
0,1,1,40,17,9,0,1.0,2.2,0.11
0,1,0,33,3,10,3,5.0,5.9,0.66
0,1,0,60,19,11,3,7.0,7.7,0.63
0,0,0,41,12,5,2,4.0,5.9,0.45
1,1,1,60,13,8,1,2.0,4.6,0.26
1,0,1,58,12,7,0,1.0,2.6,0.17
1,1,0,37,7,1,3,7.0,5.9,0.55
0,0,1,35,15,7,2,5.0,6.7,0.56
1,0,0,33,3,12,2,4.0,7.1,0.63
1,0,1,54,17,5,2,3.0,3.6,0.15
0,0,0,27,6,6,3,5.0,7.5,0.53
0,0,1,41,7,3,4,7.0,5.9,0.6
1,0,1,65,12,12,3,7.0,8.3,0.65
1,0,0,40,4,2,1,4.0,6.7,0.56
1,0,0,35,18,1,1,2.0,5.9,0.24
1,0,0,57,10,4,1,3.0,7.2,0.51
0,0,1,60,4,10,3,4.0,3.8,0.31
0,1,1,41,6,4,1,3.0,6.3,0.45
1,0,1,27,16,12,4,9.0,8.5,0.79
1,0,1,40,1,11,3,4.0,5.4,0.45
1,1,0,53,10,1,1,3.0,5.2,0.33
0,0,0,52,1,1,2,4.0,6.7,0.47
1,1,1,35,3,3,1,2.0,2.4,0.19
1,0,1,27,7,4,3,4.0,4.2,0.45
0,0,1,59,1,4,1,3.0,5.5,0.4
1,1,0,62,12,0,0,1.0,1.7,0.04
1,0,1,28,4,11,2,5.0,4.6,0.36
1,1,1,39,13,2,1,4.0,4.6,0.34
0,0,1,43,1,2,2,3.0,4.4,0.37
1,1,1,35,3,11,0,2.0,4.3,0.26
0,0,1,53,1,5,1,1.0,4.5,0.26
1,0,0,31,19,0,2,5.0,6.2,0.38
0,0,0,33,8,7,4,7.0,7.3,0.71
0,0,1,63,16,2,1,2.0,3.3,0.26
1,1,0,38,16,1,3,6.0,8.6,0.85
1,0,0,40,14,11,3,5.0,6.6,0.65
1,1,1,29,4,1,1,2.0,1.4,0.05
0,0,1,64,11,11,2,5.0,4.0,0.3
0,0,1,34,20,3,0,2.0,2.7,0.13
0,0,0,49,7,0,3,5.0,6.2,0.4
0,0,0,63,19,2,1,1.0,3.3,0.24
0,0,0,27,14,2,3,7.0,8.1,0.69
1,0,0,28,9,6,3,6.0,7.4,0.51
0,0,1,34,12,8,2,3.0,4.7,0.27
1,0,1,37,4,9,3,5.0,5.9,0.48
0,0,1,60,19,9,1,4.0,6.0,0.37
0,1,1,43,3,1,1,3.0,3.5,0.27
1,0,1,32,18,1,0,1.0,5.9,0.45
0,1,1,21,9,4,2,6.0,8.5,0.74
1,0,1,26,9,1,3,5.0,5.7,0.5
1,0,0,40,14,6,1,3.0,5.3,0.32
1,0,1,33,3,10,1,2.0,3.5,0.27
1,0,0,24,13,2,4,6.0,6.3,0.5
1,0,1,34,5,7,3,6.0,7.5,0.54
1,1,1,43,10,11,2,4.0,7.7,0.59
1,0,1,52,2,1,2,4.0,5.8,0.34
1,0,1,41,2,12,2,5.0,4.7,0.36
0,0,0,21,7,2,4,8.0,7.0,0.51
0,0,1,56,5,6,3,7.0,5.5,0.51
0,0,1,65,1,6,1,3.0,2.7,0.11
1,1,1,54,7,12,3,6.0,5.6,0.51
1,1,1,30,20,5,4,5.0,5.4,0.49
0,1,0,58,16,8,3,6.0,7.8,0.56
1,0,1,52,11,0,3,6.0,5.2,0.41
1,0,1,48,20,11,1,3.0,3.2,0.2
0,1,0,57,17,12,2,3.0,5.3,0.41
1,1,1,57,2,3,2,4.0,4.5,0.35
0,0,0,35,12,4,3,6.0,7.6,0.56
0,0,1,25,12,8,2,5.0,7.5,0.68
1,1,0,27,3,12,2,4.0,5.4,0.43
1,0,1,49,6,3,2,2.0,4.1,0.29
1,0,0,22,2,3,2,4.0,8.7,0.68
0,1,0,41,2,7,2,5.0,7.7,0.61
0,0,0,24,4,7,1,1.0,0.3,0.04
0,0,1,28,6,4,1,2.0,4.6,0.33
0,1,0,40,8,5,3,5.0,6.8,0.64
0,0,0,25,15,8,2,4.0,7.7,0.65
1,0,1,58,13,10,2,5.0,6.1,0.47
1,0,1,50,7,10,2,5.0,5.9,0.49
1,0,0,37,1,0,3,5.0,5.1,0.45
1,1,0,23,16,10,2,4.0,5.5,0.45
0,0,0,41,7,7,4,7.0,8.6,0.68
1,0,1,56,18,1,3,6.0,6.3,0.47
0,0,1,35,3,9,2,5.0,7.8,0.69
0,0,1,25,1,11,3,6.0,6.1,0.54
0,1,1,24,5,8,2,4.0,4.2,0.2
0,0,0,65,5,9,3,7.0,7.2,0.45
0,0,0,40,13,6,3,7.0,9.3,0.79
1,0,1,24,17,2,2,2.0,5.9,0.22
0,0,1,24,10,2,3,7.0,7.6,0.71
1,0,0,45,15,7,1,2.0,5.3,0.36
1,1,1,56,5,1,4,7.0,8.9,0.72
1,0,1,50,18,6,2,4.0,7.3,0.5
0,1,1,57,15,9,3,5.0,5.6,0.52
0,0,1,65,2,10,1,3.0,4.4,0.32
0,0,1,54,6,1,1,1.0,5.1,0.27
1,0,1,24,5,3,2,5.0,5.9,0.41
1,1,0,22,2,3,2,4.0,6.7,0.57
1,0,1,38,17,3,2,5.0,7.2,0.6
0,1,1,57,18,9,4,6.0,7.8,0.61
0,0,0,36,6,5,3,6.0,7.0,0.62
0,0,0,34,10,10,4,7.0,5.9,0.74
1,0,1,22,13,10,1,4.0,4.7,0.41
1,0,0,62,13,8,3,7.0,5.9,0.54
0,1,0,57,6,5,2,4.0,6.9,0.52
1,0,0,49,12,5,4,8.0,7.3,0.57
1,0,1,45,15,7,1,4.0,4.4,0.45
1,0,1,63,6,9,2,4.0,5.7,0.46
0,1,1,54,11,5,1,3.0,6.9,0.48
0,1,0,51,9,4,3,7.0,9.8,0.85
0,0,0,51,4,0,1,2.0,3.3,0.2
0,0,0,64,11,5,4,4.0,9.0,0.82
0,1,0,32,18,2,4,7.0,6.0,0.57
1,0,0,33,18,1,3,5.0,5.3,0.35
1,0,0,64,17,11,1,2.0,3.9,0.45
0,1,0,36,8,8,1,4.0,5.4,0.33
1,0,1,62,4,11,1,1.0,4.9,0.29
0,1,0,21,10,12,3,5.0,5.9,0.53
0,1,1,44,16,12,2,5.0,6.0,0.37
0,0,1,36,16,8,3,5.0,4.1,0.34
1,0,0,57,16,7,2,2.0,2.9,0.1
1,1,0,22,15,1,3,4.0,4.9,0.39
0,1,1,53,19,2,3,8.0,8.5,0.91
0,0,1,52,14,6,2,3.0,1.8,0.13
1,0,0,57,4,7,2,3.0,6.4,0.45
1,0,1,41,4,6,2,4.0,6.4,0.49
0,1,1,46,15,3,1,2.0,5.0,0.28
0,0,0,49,9,3,2,6.0,6.1,0.56
1,0,1,56,2,0,2,5.0,3.6,0.31
1,0,1,40,3,5,1,4.0,5.6,0.45
1,1,1,55,17,3,2,4.0,5.6,0.49
1,1,1,26,5,3,2,6.0,8.7,0.73
0,1,0,35,10,12,3,8.0,7.9,0.78
0,0,1,36,8,12,0,1.0,1.2,0.1
1,0,1,25,16,4,0,2.0,3.3,0.16
0,1,1,47,9,8,2,2.0,2.8,0.09
1,0,1,58,3,3,3,5.0,6.4,0.46
0,0,0,28,13,9,0,1.0,2.5,0.14
1,0,0,51,14,4,3,5.0,4.2,0.45
0,0,1,57,10,10,3,4.0,4.9,0.36
0,0,1,64,1,4,2,3.0,5.9,0.25
0,0,1,41,16,3,3,8.0,9.0,0.45
0,0,0,21,3,3,4,7.0,7.6,0.45
1,0,0,59,4,12,3,6.0,5.1,0.38
0,1,1,28,18,1,1,3.0,4.9,0.25
1,0,1,23,18,11,2,4.0,4.9,0.41
1,0,0,22,4,12,1,4.0,6.6,0.51
1,1,1,50,1,4,2,5.0,5.3,0.33
1,0,0,63,18,8,3,4.0,6.1,0.45
0,0,0,21,2,8,1,2.0,4.5,0.24
0,1,1,31,4,12,1,1.0,5.9,0.45
1,0,1,27,16,3,1,3.0,6.8,0.45
1,1,1,31,14,9,1,3.0,5.9,0.41
1,0,1,27,4,5,1,2.0,0.7,0.45
0,0,1,59,19,8,2,4.0,4.4,0.37
0,0,1,62,18,3,2,4.0,5.2,0.39
1,0,0,55,3,9,0,1.0,3.7,0.16
0,0,1,24,15,7,3,7.0,6.4,0.57
0,0,1,24,5,11,2,4.0,7.8,0.62
0,0,1,49,3,2,1,1.0,3.3,0.11
0,0,1,51,14,11,2,5.0,5.3,0.37
0,0,0,45,17,3,3,6.0,7.3,0.58
1,0,0,32,5,1,4,7.0,9.1,0.8
0,1,1,36,2,0,2,4.0,5.3,0.3
0,0,0,42,10,1,1,2.0,4.6,0.27
0,0,1,25,8,3,2,6.0,8.6,0.66
1,1,1,30,6,4,0,1.0,5.9,0.45
1,0,0,24,14,6,4,7.0,6.5,0.53
1,1,1,63,3,9,1,3.0,5.1,0.28
1,0,1,33,6,12,1,2.0,4.2,0.28
0,0,0,31,10,4,2,3.0,3.9,0.31
0,1,0,34,7,1,2,6.0,6.5,0.51
0,0,1,26,9,11,3,5.0,4.6,0.38
0,0,0,22,14,8,2,4.0,7.4,0.62
0,1,1,34,19,10,1,3.0,3.5,0.3
0,0,0,47,7,2,2,6.0,5.9,0.78
0,0,0,28,6,11,3,4.0,5.4,0.32
1,1,0,47,6,4,2,5.0,7.6,0.57
1,0,1,27,16,4,1,2.0,2.8,0.1
0,0,0,35,3,4,3,5.0,7.1,0.61
1,0,1,23,3,2,3,5.0,6.4,0.58
0,0,0,23,10,12,3,6.0,5.9,0.39
0,0,0,41,3,3,2,6.0,7.2,0.71
0,1,0,45,1,4,3,5.0,7.7,0.62
0,0,0,24,15,7,2,4.0,7.7,0.56
1,1,1,23,15,2,1,2.0,3.8,0.15
1,1,0,38,17,5,3,7.0,6.3,0.45
1,0,1,41,11,7,3,7.0,6.5,0.58
0,1,0,38,10,5,1,3.0,5.9,0.46
1,0,1,61,15,9,1,1.0,5.9,0.45
1,0,0,37,19,4,4,8.0,9.1,0.76
1,0,1,58,5,0,1,3.0,6.7,0.45
0,0,0,46,17,4,1,4.0,4.1,0.34
0,0,0,47,1,9,3,6.0,8.1,0.64
0,1,1,37,6,7,4,7.0,5.6,0.5
1,1,1,50,4,9,2,5.0,6.3,0.48
1,0,1,22,14,7,1,2.0,0.3,0.02
0,0,1,32,12,5,3,5.0,6.3,0.46
0,1,1,27,10,8,2,5.0,6.9,0.46
0,0,0,31,5,11,4,7.0,7.2,0.63
1,1,1,31,8,8,1,3.0,3.3,0.45
1,1,0,36,9,10,1,4.0,7.1,0.55
1,0,1,53,4,4,1,2.0,3.5,0.17
1,0,1,27,8,0,2,3.0,3.7,0.23
1,0,0,31,14,12,2,4.0,5.0,0.35
0,1,1,32,4,5,1,2.0,2.0,0.1
1,1,0,22,16,9,1,5.0,5.9,0.53
0,0,1,25,11,3,1,3.0,7.0,0.49
1,0,1,46,20,11,1,2.0,3.2,0.12
0,1,1,53,6,2,3,5.0,6.1,0.43
0,0,1,47,18,10,2,5.0,6.9,0.49
0,1,0,36,1,11,2,4.0,7.7,0.61
0,1,0,55,18,6,3,6.0,7.8,0.64
1,1,1,25,11,0,3,5.0,4.0,0.26
0,0,1,58,13,8,3,5.0,5.9,0.48
0,1,1,30,16,3,3,5.0,4.0,0.33
1,0,1,41,4,1,1,1.0,1.8,0.14
0,0,0,48,2,5,3,7.0,6.3,0.55
1,0,1,49,8,2,2,4.0,2.7,0.18
1,0,1,42,1,3,2,4.0,7.1,0.48
0,1,0,46,18,1,3,7.0,6.4,0.56
0,1,1,31,19,3,1,4.0,5.9,0.45
1,1,1,57,16,4,0,1.0,1.8,0.07
1,0,1,36,3,0,3,5.0,6.0,0.36
0,0,0,25,15,1,1,3.0,3.4,0.17
0,1,0,63,11,10,4,7.0,7.4,0.59
0,1,0,64,1,1,3,8.0,8.1,0.73
1,0,1,25,4,5,1,3.0,5.5,0.32
0,1,1,53,4,0,3,6.0,7.8,0.61
1,0,1,33,17,12,0,1.0,1.8,0.06
1,0,1,50,5,7,1,3.0,2.6,0.15
1,1,0,49,13,2,2,4.0,5.5,0.33
1,0,1,53,7,7,1,2.0,3.7,0.26
1,0,0,32,9,5,2,5.0,6.8,0.57
0,0,1,47,11,5,2,5.0,6.5,0.65
1,1,1,63,14,0,1,4.0,5.0,0.3
1,0,0,29,10,8,4,4.0,6.9,0.67
1,1,1,23,11,11,2,5.0,5.1,0.33
1,1,0,49,5,12,2,2.0,4.0,0.24
1,1,1,53,4,3,3,3.0,4.6,0.28
1,0,0,29,1,1,3,4.0,6.8,0.55
0,0,1,47,3,0,3,5.0,8.1,0.61
0,0,1,53,9,10,1,2.0,1.5,0.07
1,0,0,65,20,10,2,3.0,4.4,0.39
1,0,1,27,1,6,2,3.0,6.1,0.44
0,0,0,36,11,3,4,8.0,8.9,0.9
0,0,0,46,3,10,3,4.0,6.9,0.68
1,0,0,25,11,8,4,8.0,7.6,0.73
0,0,1,53,12,4,2,5.0,5.9,0.31
1,1,1,21,2,12,0,1.0,1.7,0.13
1,0,1,59,3,11,2,4.0,4.4,0.45
1,1,1,38,13,8,2,4.0,5.5,0.31
0,1,0,46,9,4,2,6.0,5.9,0.45
0,0,1,49,17,7,3,6.0,6.2,0.58
1,0,1,61,15,1,3,4.0,5.2,0.45
1,0,1,27,12,10,0,1.0,3.9,0.23
0,0,1,53,9,12,3,4.0,5.9,0.29
1,1,0,26,7,1,2,3.0,6.5,0.5
0,0,1,33,1,12,3,7.0,9.2,0.81
0,0,1,32,3,9,3,7.0,7.6,0.74
1,0,1,48,1,0,1,4.0,5.2,0.33
1,0,1,61,15,6,2,3.0,5.9,0.43
1,0,0,24,7,3,3,6.0,7.6,0.62
0,1,1,54,19,9,1,3.0,5.9,0.47
1,1,1,61,16,6,1,2.0,4.3,0.21
1,0,1,22,2,6,1,1.0,2.9,0.45
0,0,1,41,8,0,2,3.0,4.8,0.27
0,1,1,47,18,3,4,7.0,8.9,0.82
0,1,0,62,18,11,3,5.0,8.0,0.67
1,0,0,50,8,3,1,2.0,6.2,0.38
0,0,1,40,2,8,2,4.0,5.6,0.49
1,0,1,36,3,9,2,4.0,5.0,0.38
1,1,0,39,2,3,2,4.0,3.0,0.23
0,0,1,45,5,10,2,3.0,5.9,0.44
1,0,0,27,17,2,0,1.0,2.0,0.13
0,1,1,36,12,12,1,2.0,4.3,0.23
1,0,1,30,18,0,1,2.0,4.2,0.36
0,1,0,22,1,5,2,5.0,5.5,0.33
0,0,1,31,7,11,1,1.0,1.7,0.05
1,1,1,34,1,12,2,3.0,5.3,0.49
1,0,0,50,16,12,1,3.0,4.4,0.34
0,1,1,25,9,10,2,6.0,7.8,0.75
0,0,1,51,11,2,3,5.0,4.9,0.44
0,0,0,33,14,6,1,4.0,7.6,0.56
1,0,1,46,15,12,2,3.0,5.6,0.43
1,0,1,63,14,8,1,1.0,1.0,0.45
0,0,0,48,14,8,0,1.0,5.9,0.45
1,0,1,62,15,2,3,4.0,6.2,0.5
1,0,0,50,4,5,2,5.0,8.0,0.6
1,0,0,34,8,0,2,5.0,6.0,0.45
0,0,0,61,18,9,3,7.0,5.9,0.55
0,0,0,34,1,6,2,4.0,6.7,0.59
1,1,1,24,10,9,2,4.0,6.5,0.48
1,0,0,32,8,9,4,9.0,9.8,0.85
1,0,1,38,17,5,2,4.0,7.3,0.53
1,1,0,35,4,4,2,4.0,2.9,0.23
1,1,1,36,5,10,3,7.0,9.4,0.87
1,1,0,40,15,12,1,4.0,5.0,0.42
0,1,1,29,17,7,4,8.0,7.2,0.65
1,0,1,30,13,6,4,7.0,8.6,0.88
1,0,1,65,11,5,2,4.0,4.3,0.34
0,0,0,38,13,5,3,5.0,6.0,0.38
0,0,1,39,2,10,2,5.0,7.0,0.6
1,0,0,21,5,0,2,4.0,4.8,0.39
0,0,1,33,11,2,3,5.0,5.4,0.42
0,0,0,40,14,7,3,5.0,5.9,0.47
1,0,1,54,14,10,3,5.0,5.2,0.34
1,1,1,65,7,3,3,6.0,6.7,0.48
0,0,1,43,7,2,3,4.0,5.4,0.42
0,0,0,55,5,3,4,9.0,9.4,0.94
0,1,1,60,3,12,2,2.0,4.8,0.28
1,0,1,36,16,6,1,2.0,5.9,0.25
0,1,0,42,20,12,4,7.0,5.9,0.52
0,0,1,63,11,12,2,5.0,5.3,0.46
0,0,1,60,6,6,2,3.0,6.7,0.45
1,0,1,41,15,9,2,3.0,4.9,0.33
1,1,0,24,6,3,3,7.0,6.2,0.53
1,0,0,26,4,6,2,6.0,9.0,0.73
0,0,1,26,6,5,3,4.0,6.0,0.48
1,0,0,43,13,5,3,7.0,6.1,0.55
1,1,1,24,17,4,0,1.0,0.9,0.45
0,1,0,22,6,5,4,6.0,6.4,0.54
1,0,0,56,6,7,0,1.0,0.9,0.03
0,0,0,54,13,4,2,2.0,3.5,0.28
0,0,1,24,8,12,1,3.0,5.1,0.43
0,1,0,36,17,11,2,4.0,4.6,0.3
1,0,1,64,17,5,3,4.0,5.9,0.32
0,0,1,48,1,11,1,4.0,3.6,0.45
1,1,0,39,7,4,1,3.0,3.8,0.23
1,1,1,26,12,3,1,2.0,3.1,0.21
1,0,1,27,12,3,3,5.0,5.9,0.36
0,1,1,22,13,12,0,1.0,4.5,0.26
1,1,1,35,11,1,2,5.0,5.1,0.3
1,0,1,34,18,7,1,4.0,6.1,0.38
0,0,0,54,11,6,2,4.0,7.1,0.5
1,1,0,39,1,8,4,7.0,5.9,0.7
0,0,1,32,11,4,4,7.0,7.0,0.57
1,1,1,29,2,10,0,1.0,1.3,0.08
1,0,0,42,2,3,3,5.0,6.0,0.51
1,1,1,30,6,11,3,5.0,4.4,0.32
0,0,1,51,8,5,3,4.0,6.5,0.44
0,1,1,42,14,2,3,5.0,5.7,0.53
1,0,1,63,17,0,3,5.0,5.1,0.33
1,0,0,59,1,0,2,4.0,4.7,0.38
0,1,0,24,6,10,3,7.0,7.0,0.68
1,1,0,28,9,12,2,4.0,6.8,0.57
